0,98
3770,53
50,93
321,06
5,78
3,33
4,58
289743806,05
245421007,97
0,94
218397,63
68,01
944,25
2187540,98
17102,30
0,34
63513708,02
0,07
0,52
797,40
7,12
2414,06
530,32
197690,86
0,31
0,11
116,99
84684658,35
80458,50
2,74
94587,75
0,38
47473411,42
9213,66
4545870,75
506849,51
3631,38
12005,31
9,12
50272,60
4123615,32
34,63
722404,49
705965,57
48592423,74
4640,12
91532643,04
44,93
93032,69
4,09
5699137,10
658728,04
407998,70
3,74
383,26
25891569,89
303943,43
14964,91
15,22
0,35
0,81
8255,59
265011603,56
88904119,80
1582,74
6190852,22
914,57
11425561,79
12533890,85
54908,21
19323,87
674,71
66452,08
92331558,31
42451872,74
74607669,88
2594,83
7388,30
8129639,35
6463,88
673010061,86
551,61
0,31
0,97
3,10
1192685,14
359,97
18736421,95
21359,89
0,10
13952,59
78266290,06
3626545,93
6969,82
725,26
9646,08
725,39
107,92
150195,82
8,62
13,60
71793,90
691741314,28
93,58
5409,44
235505,49
2,50
0,51
1072568,97
91889531,05
11,34
696873687,38
4132126,16
33855,54
41843,84
3519431,92
587387,78
8483142,55
360989,96
9229,78
6304,01
1144633,65
817405167,87
46655519,08
9,10
0,37
3910,23
654370,28
890372,93
16,44
58,89
7184270,69
4928668,39
79506102,80
243323126,70
6189773,52
2807,89
408,34
241,62
852,31
3581,37
7,77
0,64
122424867,29
64163,58
1,72
99,44
50084107,13
127452,79
0,20
43026450,33
78542039,13
0,98
2077,76
0,36
54998229,98
6033,79
27742,72
0,14
73994,77
0,80
